Pulls,Machine,DateTime
291,SL007,2019-03-06 18:00
23,SL007,2019-03-23 01:00
278,SL007,2019-03-19 19:00
59,SL007,2019-03-21 21:00
77,SL007,2019-03-02 04:00
278,SL007,2019-03-03 19:00
70,SL007,2019-03-08 18:00
76,SL007,2019-03-16 09:00
66,SL007,2019-03-09 07:00
145,SL007,2019-03-11 21:00
194,SL007,2019-03-28 13:00
210,SL007,2019-03-09 15:00
229,SL007,2019-03-16 22:00
47,SL007,2019-03-14 18:00
23,SL007,2019-03-21 23:00
141,SL007,2019-03-14 06:00
34,SL007,2019-03-23 07:00
67,SL007,2019-03-08 14:00
32,SL007,2019-03-21 08:00
93,SL007,2019-03-10 10:00
208,SL007,2019-03-07 23:00
48,SL007,2019-03-12 09:00
248,SL007,2019-03-22 20:00
52,SL007,2019-03-22 04:00
261,SL007,2019-03-25 01:00
287,SL007,2019-03-17 06:00
138,SL007,2019-03-12 05:00
263,SL007,2019-03-16 14:00
100,SL007,2019-03-12 17:00
40,SL007,2019-03-24 12:00
288,SL007,2019-03-17 20:00
70,SL007,2019-03-18 08:00
233,SL007,2019-03-22 14:00
250,SL007,2019-03-19 09:00
74,SL007,2019-03-10 01:00
33,SL007,2019-03-24 00:00
71,SL007,2019-03-15 16:00
233,SL007,2019-03-19 22:00
164,SL007,2019-03-13 16:00
214,SL007,2019-03-07 00:00
171,SL007,2019-03-11 16:00
283,SL007,2019-03-27 14:00
80,SL007,2019-03-03 17:00
121,SL007,2019-03-09 01:00
100,SL007,2019-03-20 02:00
165,SL007,2019-03-03 18:00
210,SL007,2019-03-24 07:00
279,SL007,2019-03-06 12:00
61,SL007,2019-03-06 14:00
139,SL007,2019-03-28 17:00
244,SL007,2019-03-09 23:00
204,SL007,2019-03-11 17:00
160,SL007,2019-03-11 13:00
237,SL007,2019-03-28 02:00
83,SL007,2019-03-08 21:00
131,SL007,2019-03-14 21:00
153,SL007,2019-03-28 16:00
93,SL007,2019-03-09 11:00
272,SL007,2019-03-14 13:00
8,SL007,2019-03-12 18:00
154,SL007,2019-03-28 07:00
14,SL007,2019-03-15 13:00
109,SL007,2019-03-27 13:00
102,SL007,2019-03-26 19:00
58,SL007,2019-03-03 15:00
212,SL007,2019-03-27 16:00
251,SL007,2019-03-08 22:00
129,SL007,2019-03-19 16:00
247,SL007,2019-03-03 09:00
132,SL007,2019-03-01 21:00
39,SL007,2019-03-04 07:00
78,SL007,2019-03-24 05:00
232,SL007,2019-03-27 12:00
124,SL007,2019-03-11 02:00
194,SL007,2019-03-13 01:00
30,SL007,2019-03-04 20:00
141,SL007,2019-03-06 10:00
129,SL007,2019-03-26 23:00
32,SL007,2019-03-05 19:00
267,SL007,2019-03-25 00:00
122,SL007,2019-03-10 06:00
139,SL007,2019-03-08 02:00
253,SL007,2019-03-07 08:00
223,SL007,2019-03-20 17:00
226,SL007,2019-03-02 12:00
216,SL007,2019-03-10 14:00
170,SL007,2019-03-10 03:00
75,SL007,2019-03-29 12:00
228,SL007,2019-03-06 03:00
39,SL007,2019-03-29 09:00
23,SL007,2019-03-27 15:00
179,SL007,2019-03-03 13:00
182,SL007,2019-03-01 01:00
207,SL007,2019-03-05 02:00
54,SL007,2019-03-29 16:00
77,SL007,2019-03-16 16:00
200,SL007,2019-03-21 17:00
295,SL007,2019-03-23 08:00
154,SL007,2019-03-26 17:00
29,SL007,2019-03-17 22:00
181,SL007,2019-03-23 19:00
246,SL007,2019-03-08 13:00
246,SL007,2019-03-02 21:00
295,SL007,2019-03-26 04:00
78,SL007,2019-03-15 21:00
218,SL007,2019-03-23 00:00
262,SL007,2019-03-07 16:00
194,SL007,2019-03-21 03:00
64,SL007,2019-03-05 23:00
211,SL007,2019-03-06 01:00
26,SL007,2019-03-19 04:00
134,SL007,2019-03-18 09:00
168,SL007,2019-03-14 23:00
58,SL007,2019-03-03 08:00
173,SL007,2019-03-10 13:00
83,SL007,2019-03-16 04:00
136,SL007,2019-03-12 00:00
107,SL007,2019-03-25 15:00
210,SL007,2019-03-05 00:00
248,SL007,2019-03-02 05:00
90,SL007,2019-03-07 02:00
134,SL007,2019-03-02 15:00
242,SL007,2019-03-26 06:00
57,SL007,2019-03-04 12:00
19,SL007,2019-03-21 15:00
193,SL007,2019-03-15 05:00
70,SL007,2019-03-29 03:00
189,SL007,2019-03-24 01:00
19,SL007,2019-03-18 17:00
190,SL007,2019-03-27 17:00
65,SL007,2019-03-29 11:00
7,SL007,2019-03-05 18:00
11,SL007,2019-03-11 04:00
274,SL007,2019-03-03 23:00
19,SL007,2019-03-20 11:00
175,SL007,2019-03-10 05:00
89,SL007,2019-03-20 08:00
150,SL007,2019-03-14 16:00
202,SL007,2019-03-03 14:00
177,SL007,2019-03-20 10:00
136,SL007,2019-03-28 18:00
120,SL007,2019-03-17 04:00
47,SL007,2019-03-13 22:00
93,SL007,2019-03-26 07:00
10,SL007,2019-03-20 09:00
281,SL007,2019-03-24 16:00
154,SL007,2019-03-25 02:00
131,SL007,2019-03-09 19:00
65,SL007,2019-03-15 18:00
192,SL007,2019-03-12 12:00
45,SL007,2019-03-26 16:00
139,SL007,2019-03-27 10:00
291,SL007,2019-03-13 00:00
243,SL007,2019-03-05 09:00
206,SL007,2019-03-20 06:00
250,SL007,2019-03-07 21:00
8,SL007,2019-03-18 10:00
94,SL007,2019-03-27 07:00
26,SL007,2019-03-23 13:00
236,SL007,2019-03-14 10:00
164,SL007,2019-03-15 17:00
2,SL007,2019-03-15 15:00
11,SL007,2019-03-02 02:00
55,SL007,2019-03-28 21:00
278,SL007,2019-03-23 06:00
98,SL007,2019-03-27 02:00
67,SL007,2019-03-29 23:00
292,SL007,2019-03-24 04:00
49,SL007,2019-03-13 07:00
286,SL007,2019-03-21 11:00
293,SL007,2019-03-29 13:00
300,SL007,2019-03-25 13:00
28,SL007,2019-03-01 03:00
51,SL007,2019-03-20 16:00
84,SL007,2019-03-20 13:00
36,SL007,2019-03-16 00:00
98,SL007,2019-03-13 09:00
108,SL007,2019-03-15 02:00
34,SL007,2019-03-23 16:00
78,SL007,2019-03-15 00:00
24,SL007,2019-03-07 18:00
124,SL007,2019-03-20 01:00
67,SL007,2019-03-28 14:00
56,SL007,2019-03-11 22:00
185,SL007,2019-03-28 08:00
0,SL007,2019-03-15 08:00
186,SL007,2019-03-18 11:00
67,SL007,2019-03-08 23:00
42,SL007,2019-03-07 10:00
216,SL007,2019-03-25 11:00
109,SL007,2019-03-29 04:00
150,SL007,2019-03-14 03:00
276,SL007,2019-03-12 14:00
284,SL007,2019-03-14 11:00
27,SL007,2019-03-11 19:00
25,SL007,2019-03-02 11:00
158,SL007,2019-03-14 04:00
239,SL007,2019-03-09 03:00
82,SL007,2019-03-12 15:00
228,SL007,2019-03-24 13:00
112,SL007,2019-03-09 14:00
272,SL007,2019-03-03 20:00
167,SL007,2019-03-10 16:00
253,SL007,2019-03-07 05:00
211,SL007,2019-03-20 04:00
240,SL007,2019-03-18 07:00
78,SL007,2019-03-23 09:00
235,SL007,2019-03-29 05:00
123,SL007,2019-03-11 10:00
17,SL007,2019-03-11 12:00
74,SL007,2019-03-19 07:00
238,SL007,2019-03-21 06:00
185,SL007,2019-03-02 00:00
175,SL007,2019-03-05 07:00
42,SL007,2019-03-29 15:00
255,SL007,2019-03-12 23:00
22,SL007,2019-03-22 07:00
127,SL007,2019-03-28 11:00
120,SL007,2019-03-22 23:00
131,SL007,2019-03-26 18:00
112,SL007,2019-03-15 07:00
9,SL007,2019-03-18 13:00
284,SL007,2019-03-06 16:00
79,SL007,2019-03-20 05:00
20,SL007,2019-03-09 10:00
7,SL007,2019-03-29 19:00
264,SL007,2019-03-13 20:00
63,SL007,2019-03-05 16:00
18,SL007,2019-03-03 05:00
207,SL007,2019-03-27 01:00
131,SL007,2019-03-28 01:00
11,SL007,2019-03-18 00:00
12,SL007,2019-03-16 01:00
261,SL007,2019-03-09 08:00
295,SL007,2019-03-12 21:00
58,SL007,2019-03-15 06:00
242,SL007,2019-03-16 10:00
113,SL007,2019-03-05 13:00
244,SL007,2019-03-18 18:00
172,SL007,2019-03-12 06:00
60,SL007,2019-03-23 18:00
16,SL007,2019-03-11 01:00
72,SL007,2019-03-15 12:00
29,SL007,2019-03-03 03:00
177,SL007,2019-03-08 17:00
185,SL007,2019-03-01 09:00
70,SL007,2019-03-02 13:00
281,SL007,2019-03-13 21:00
107,SL007,2019-03-25 23:00
211,SL007,2019-03-09 12:00
218,SL007,2019-03-12 04:00
47,SL007,2019-03-09 02:00
200,SL007,2019-03-24 17:00
117,SL007,2019-03-22 06:00
121,SL007,2019-03-01 18:00
188,SL007,2019-03-17 02:00
148,SL007,2019-03-15 10:00
171,SL007,2019-03-06 21:00
162,SL007,2019-03-21 18:00
6,SL007,2019-03-11 00:00
281,SL007,2019-03-27 18:00
47,SL007,2019-03-08 07:00
12,SL007,2019-03-07 07:00
4,SL007,2019-03-18 20:00
99,SL007,2019-03-11 06:00
257,SL007,2019-03-03 12:00
242,SL007,2019-03-03 00:00
243,SL007,2019-03-12 22:00
189,SL007,2019-03-08 01:00
269,SL007,2019-03-16 13:00
150,SL007,2019-03-20 15:00
245,SL007,2019-03-17 05:00
74,SL007,2019-03-16 20:00
149,SL007,2019-03-06 19:00
119,SL007,2019-03-16 18:00
143,SL007,2019-03-07 20:00
17,SL007,2019-03-08 11:00
232,SL007,2019-03-15 04:00
147,SL007,2019-03-04 03:00
21,SL007,2019-03-24 09:00
44,SL007,2019-03-04 08:00
299,SL007,2019-03-17 10:00
256,SL007,2019-03-22 09:00
177,SL007,2019-03-11 18:00
6,SL007,2019-03-10 15:00
42,SL007,2019-03-10 12:00
240,SL007,2019-03-02 19:00
115,SL007,2019-03-06 17:00
29,SL007,2019-03-13 02:00
5,SL007,2019-03-14 00:00
24,SL007,2019-03-01 15:00
261,SL007,2019-03-21 13:00
155,SL007,2019-03-10 00:00
242,SL007,2019-03-29 08:00
219,SL007,2019-03-10 23:00
79,SL007,2019-03-13 19:00
49,SL007,2019-03-05 06:00
290,SL007,2019-03-04 11:00
158,SL007,2019-03-05 15:00
53,SL007,2019-03-29 01:00
90,SL007,2019-03-27 19:00
79,SL007,2019-03-19 05:00
22,SL007,2019-03-14 12:00
203,SL007,2019-03-13 05:00
151,SL007,2019-03-23 22:00
295,SL007,2019-03-23 05:00
130,SL007,2019-03-26 00:00
159,SL007,2019-03-17 23:00
299,SL007,2019-03-29 10:00
4,SL007,2019-03-09 06:00
232,SL007,2019-03-13 18:00
283,SL007,2019-03-13 06:00
185,SL007,2019-03-17 12:00
55,SL007,2019-03-12 16:00
27,SL007,2019-03-11 23:00
40,SL007,2019-03-02 18:00
140,SL007,2019-03-04 21:00
293,SL007,2019-03-26 14:00
280,SL007,2019-03-26 22:00
185,SL007,2019-03-17 19:00
72,SL007,2019-03-26 09:00
270,SL007,2019-03-22 16:00
168,SL007,2019-03-06 22:00
80,SL007,2019-03-21 10:00
111,SL007,2019-03-03 02:00
231,SL007,2019-03-24 18:00
175,SL007,2019-03-08 06:00
228,SL007,2019-03-21 14:00
210,SL007,2019-03-05 01:00
90,SL007,2019-03-16 03:00
213,SL007,2019-03-13 03:00
224,SL007,2019-03-07 19:00
93,SL007,2019-03-20 20:00
11,SL007,2019-03-20 21:00
257,SL007,2019-03-10 18:00
248,SL007,2019-03-22 22:00
226,SL007,2019-03-15 14:00
299,SL007,2019-03-17 09:00
179,SL007,2019-03-25 03:00
204,SL007,2019-03-23 11:00
51,SL007,2019-03-18 12:00
268,SL007,2019-03-08 12:00
219,SL007,2019-03-20 22:00
215,SL007,2019-03-03 06:00
43,SL007,2019-03-20 03:00
187,SL007,2019-03-10 11:00
136,SL007,2019-03-18 01:00
180,SL007,2019-03-05 10:00
189,SL007,2019-03-30 00:00
184,SL007,2019-03-14 09:00
91,SL007,2019-03-24 11:00
67,SL007,2019-03-22 00:00
181,SL007,2019-03-23 10:00
283,SL007,2019-03-16 17:00
76,SL007,2019-03-27 22:00
143,SL007,2019-03-18 05:00
42,SL007,2019-03-02 16:00
254,SL007,2019-03-20 14:00
23,SL007,2019-03-13 11:00
174,SL007,2019-03-15 23:00
73,SL007,2019-03-17 07:00
27,SL007,2019-03-25 19:00
210,SL007,2019-03-25 08:00
15,SL007,2019-03-16 07:00
231,SL007,2019-03-26 11:00
111,SL007,2019-03-07 22:00
249,SL007,2019-03-24 20:00
131,SL007,2019-03-23 20:00
155,SL007,2019-03-24 14:00
83,SL007,2019-03-24 10:00
256,SL007,2019-03-19 20:00
228,SL007,2019-03-02 07:00
27,SL007,2019-03-11 09:00
151,SL007,2019-03-26 03:00
269,SL007,2019-03-22 21:00
241,SL007,2019-03-07 04:00
21,SL007,2019-03-06 08:00
192,SL007,2019-03-25 22:00
183,SL007,2019-03-29 07:00
205,SL007,2019-03-04 01:00
298,SL007,2019-03-17 11:00
245,SL007,2019-03-04 14:00
101,SL007,2019-03-14 02:00
54,SL007,2019-03-13 04:00
52,SL007,2019-03-07 11:00
205,SL007,2019-03-22 10:00
299,SL007,2019-03-09 22:00
295,SL007,2019-03-23 21:00
112,SL007,2019-03-13 13:00
298,SL007,2019-03-14 01:00
12,SL007,2019-03-18 15:00
119,SL007,2019-03-07 01:00
272,SL007,2019-03-10 20:00
17,SL007,2019-03-19 18:00
120,SL007,2019-03-27 11:00
296,SL007,2019-03-24 15:00
12,SL007,2019-03-09 13:00
233,SL007,2019-03-27 08:00
162,SL007,2019-03-16 11:00
64,SL007,2019-03-21 04:00
64,SL007,2019-03-18 04:00
100,SL007,2019-03-15 01:00
221,SL007,2019-03-15 19:00
62,SL007,2019-03-07 03:00
191,SL007,2019-03-13 23:00
39,SL007,2019-03-02 06:00
243,SL007,2019-03-21 16:00
155,SL007,2019-03-11 08:00
79,SL007,2019-03-09 16:00
119,SL007,2019-03-10 08:00
68,SL007,2019-03-05 20:00
184,SL007,2019-03-24 08:00
203,SL007,2019-03-03 04:00
189,SL007,2019-03-26 21:00
117,SL007,2019-03-13 15:00
6,SL007,2019-03-05 11:00
210,SL007,2019-03-22 05:00
43,SL007,2019-03-19 01:00
58,SL007,2019-03-04 10:00
261,SL007,2019-03-16 06:00
120,SL007,2019-03-16 23:00
220,SL007,2019-03-17 08:00
48,SL007,2019-03-12 19:00
173,SL007,2019-03-04 09:00
168,SL007,2019-03-19 02:00
113,SL007,2019-03-28 03:00
126,SL007,2019-03-24 19:00
265,SL007,2019-03-29 18:00
281,SL007,2019-03-24 06:00
5,SL007,2019-03-20 00:00
123,SL007,2019-03-14 19:00
201,SL007,2019-03-22 02:00
21,SL007,2019-03-17 13:00
298,SL007,2019-03-09 18:00
135,SL007,2019-03-24 02:00
230,SL007,2019-03-26 15:00
232,SL007,2019-03-23 23:00
84,SL007,2019-03-01 02:00
22,SL007,2019-03-04 00:00
15,SL007,2019-03-04 05:00
219,SL007,2019-03-22 12:00
203,SL007,2019-03-28 20:00
59,SL007,2019-03-26 20:00
145,SL007,2019-03-11 15:00
51,SL007,2019-03-26 13:00
276,SL007,2019-03-24 23:00
153,SL007,2019-03-19 17:00
146,SL007,2019-03-09 21:00
254,SL007,2019-03-06 11:00
50,SL007,2019-03-19 11:00
125,SL007,2019-03-16 08:00
234,SL007,2019-03-04 06:00
238,SL007,2019-03-06 00:00
195,SL007,2019-03-01 19:00
44,SL007,2019-03-25 14:00
128,SL007,2019-03-08 09:00
20,SL007,2019-03-05 14:00
116,SL007,2019-03-19 15:00
124,SL007,2019-03-25 09:00
150,SL007,2019-03-01 22:00
115,SL007,2019-03-01 13:00
77,SL007,2019-03-02 20:00
203,SL007,2019-03-27 04:00
231,SL007,2019-03-19 14:00
157,SL007,2019-03-01 17:00
205,SL007,2019-03-22 15:00
105,SL007,2019-03-20 07:00
90,SL007,2019-03-29 02:00
70,SL007,2019-03-28 05:00
63,SL007,2019-03-21 01:00
80,SL007,2019-03-05 08:00
200,SL007,2019-03-03 10:00
230,SL007,2019-03-29 21:00
108,SL007,2019-03-20 18:00
297,SL007,2019-03-01 04:00
149,SL007,2019-03-07 14:00
177,SL007,2019-03-06 15:00
24,SL007,2019-03-26 01:00
9,SL007,2019-03-02 01:00
284,SL007,2019-03-13 17:00
135,SL007,2019-03-14 07:00
136,SL007,2019-03-24 03:00
242,SL007,2019-03-16 05:00
43,SL007,2019-03-28 12:00
49,SL007,2019-03-10 21:00
147,SL007,2019-03-29 17:00
251,SL007,2019-03-02 22:00
117,SL007,2019-03-19 06:00
39,SL007,2019-03-18 06:00
201,SL007,2019-03-19 10:00
147,SL007,2019-03-27 00:00
46,SL007,2019-03-01 14:00
287,SL007,2019-03-20 12:00
238,SL007,2019-03-07 17:00
5,SL007,2019-03-23 17:00
167,SL007,2019-03-25 12:00
5,SL007,2019-03-22 08:00
123,SL007,2019-03-01 12:00
77,SL007,2019-03-21 20:00
10,SL007,2019-03-28 04:00
200,SL007,2019-03-08 16:00
166,SL007,2019-03-01 05:00
246,SL007,2019-03-19 13:00
166,SL008,2019-03-09 22:00
196,SL008,2019-03-14 00:00
12,SL008,2019-03-07 18:00
15,SL008,2019-03-24 08:00
117,SL008,2019-03-21 11:00
296,SL008,2019-03-26 06:00
100,SL008,2019-03-19 07:00
216,SL008,2019-03-03 10:00
38,SL008,2019-03-27 04:00
264,SL008,2019-03-22 15:00
199,SL008,2019-03-05 12:00
161,SL008,2019-03-22 22:00
193,SL008,2019-03-05 01:00
112,SL008,2019-03-27 21:00
280,SL008,2019-03-16 22:00
280,SL008,2019-03-21 13:00
214,SL008,2019-03-14 19:00
98,SL008,2019-03-07 05:00
260,SL008,2019-03-20 07:00
27,SL008,2019-03-04 23:00
171,SL008,2019-03-30 00:00
126,SL008,2019-03-02 08:00
245,SL008,2019-03-05 04:00
284,SL008,2019-03-01 11:00
41,SL008,2019-03-10 10:00
75,SL008,2019-03-24 05:00
234,SL008,2019-03-07 15:00
205,SL008,2019-03-05 13:00
165,SL008,2019-03-09 09:00
103,SL008,2019-03-09 14:00
206,SL008,2019-03-28 08:00
110,SL008,2019-03-06 03:00
248,SL008,2019-03-25 05:00
295,SL008,2019-03-02 12:00
1,SL008,2019-03-09 08:00
189,SL008,2019-03-27 09:00
48,SL008,2019-03-02 18:00
22,SL008,2019-03-28 03:00
225,SL008,2019-03-23 17:00
282,SL008,2019-03-20 20:00
209,SL008,2019-03-07 16:00
45,SL008,2019-03-29 11:00
152,SL008,2019-03-07 03:00
91,SL008,2019-03-08 01:00
21,SL008,2019-03-24 09:00
41,SL008,2019-03-13 16:00
192,SL008,2019-03-28 15:00
225,SL008,2019-03-10 23:00
263,SL008,2019-03-15 22:00
164,SL008,2019-03-29 08:00
282,SL008,2019-03-28 00:00
187,SL008,2019-03-06 06:00
159,SL008,2019-03-15 21:00
106,SL008,2019-03-13 14:00
115,SL008,2019-03-06 22:00
77,SL008,2019-03-02 09:00
64,SL008,2019-03-25 16:00
8,SL008,2019-03-07 02:00
50,SL008,2019-03-15 01:00
218,SL008,2019-03-04 19:00
239,SL008,2019-03-05 14:00
47,SL008,2019-03-02 22:00
235,SL008,2019-03-14 08:00
77,SL008,2019-03-29 09:00
198,SL008,2019-03-16 21:00
2,SL008,2019-03-16 06:00
271,SL008,2019-03-01 13:00
48,SL008,2019-03-20 09:00
14,SL008,2019-03-18 00:00
207,SL008,2019-03-03 14:00
65,SL008,2019-03-20 11:00
209,SL008,2019-03-27 08:00
159,SL008,2019-03-02 03:00
2,SL008,2019-03-13 08:00
179,SL008,2019-03-08 11:00
271,SL008,2019-03-04 14:00
171,SL008,2019-03-15 13:00
277,SL008,2019-03-08 07:00
162,SL008,2019-03-23 01:00
262,SL008,2019-03-01 12:00
30,SL008,2019-03-28 22:00
131,SL008,2019-03-29 14:00
138,SL008,2019-03-25 04:00
201,SL008,2019-03-03 09:00
46,SL008,2019-03-03 12:00
131,SL008,2019-03-24 06:00
117,SL008,2019-03-17 03:00
178,SL008,2019-03-02 04:00
286,SL008,2019-03-16 11:00
194,SL008,2019-03-22 05:00
148,SL008,2019-03-17 12:00
22,SL008,2019-03-28 01:00
53,SL008,2019-03-02 01:00
211,SL008,2019-03-29 18:00
70,SL008,2019-03-20 14:00
132,SL008,2019-03-20 06:00
100,SL008,2019-03-15 10:00
263,SL008,2019-03-25 23:00
210,SL008,2019-03-03 18:00
298,SL008,2019-03-01 10:00
171,SL008,2019-03-15 11:00
215,SL008,2019-03-11 19:00
262,SL008,2019-03-14 12:00
23,SL008,2019-03-18 15:00
60,SL008,2019-03-29 06:00
58,SL008,2019-03-23 13:00
185,SL008,2019-03-09 19:00
182,SL008,2019-03-01 15:00
62,SL008,2019-03-06 04:00
245,SL008,2019-03-22 19:00
86,SL008,2019-03-19 21:00
125,SL008,2019-03-26 01:00
114,SL008,2019-03-28 06:00
169,SL008,2019-03-19 15:00
41,SL008,2019-03-17 15:00
77,SL008,2019-03-16 10:00
139,SL008,2019-03-27 01:00
187,SL008,2019-03-05 07:00
135,SL008,2019-03-17 09:00
220,SL008,2019-03-05 23:00
285,SL008,2019-03-29 19:00
100,SL008,2019-03-17 10:00
138,SL008,2019-03-22 11:00
18,SL008,2019-03-04 10:00
237,SL008,2019-03-19 22:00
139,SL008,2019-03-07 10:00
27,SL008,2019-03-26 14:00
230,SL008,2019-03-12 13:00
76,SL008,2019-03-12 10:00
120,SL008,2019-03-16 14:00
251,SL008,2019-03-24 23:00
197,SL008,2019-03-25 02:00
114,SL008,2019-03-03 21:00
292,SL008,2019-03-06 09:00
261,SL008,2019-03-01 06:00
164,SL008,2019-03-27 07:00
28,SL008,2019-03-23 15:00
178,SL008,2019-03-21 05:00
252,SL008,2019-03-01 08:00
36,SL008,2019-03-19 10:00
98,SL008,2019-03-02 19:00
182,SL008,2019-03-08 23:00
160,SL008,2019-03-18 22:00
42,SL008,2019-03-26 08:00
224,SL008,2019-03-29 20:00
52,SL008,2019-03-27 23:00
12,SL008,2019-03-04 17:00
56,SL008,2019-03-04 01:00
225,SL008,2019-03-09 04:00
282,SL008,2019-03-07 11:00
121,SL008,2019-03-26 17:00
146,SL008,2019-03-22 16:00
251,SL008,2019-03-21 15:00
13,SL008,2019-03-28 19:00
43,SL008,2019-03-22 12:00
173,SL008,2019-03-24 07:00
291,SL008,2019-03-17 00:00
242,SL008,2019-03-25 09:00
251,SL008,2019-03-07 23:00
287,SL008,2019-03-05 09:00
138,SL008,2019-03-18 04:00
291,SL008,2019-03-15 05:00
0,SL008,2019-03-19 17:00
88,SL008,2019-03-23 23:00
239,SL008,2019-03-03 05:00
156,SL008,2019-03-23 20:00
186,SL008,2019-03-25 19:00
89,SL008,2019-03-19 12:00
196,SL008,2019-03-11 18:00
31,SL008,2019-03-03 13:00
200,SL008,2019-03-16 20:00
85,SL008,2019-03-14 05:00
102,SL008,2019-03-23 18:00
178,SL008,2019-03-29 16:00
23,SL008,2019-03-12 04:00
6,SL008,2019-03-05 05:00
299,SL008,2019-03-25 08:00
125,SL008,2019-03-02 06:00
64,SL008,2019-03-20 16:00
56,SL008,2019-03-28 04:00
67,SL008,2019-03-16 18:00
70,SL008,2019-03-21 06:00
218,SL008,2019-03-21 01:00
68,SL008,2019-03-20 00:00
152,SL008,2019-03-21 17:00
149,SL008,2019-03-19 09:00
100,SL008,2019-03-17 06:00
110,SL008,2019-03-08 03:00
82,SL008,2019-03-28 17:00
36,SL008,2019-03-22 07:00
291,SL008,2019-03-11 06:00
300,SL008,2019-03-27 15:00
165,SL008,2019-03-07 14:00
219,SL008,2019-03-14 21:00
267,SL008,2019-03-23 09:00
118,SL008,2019-03-22 14:00
243,SL008,2019-03-17 18:00
93,SL008,2019-03-14 14:00
2,SL008,2019-03-21 02:00
266,SL008,2019-03-03 07:00
89,SL008,2019-03-15 14:00
231,SL008,2019-03-03 00:00
213,SL008,2019-03-03 19:00
86,SL008,2019-03-19 06:00
165,SL008,2019-03-26 12:00
34,SL008,2019-03-21 12:00
118,SL008,2019-03-18 16:00
58,SL008,2019-03-23 02:00
295,SL008,2019-03-27 18:00
7,SL008,2019-03-09 10:00
262,SL008,2019-03-28 11:00
155,SL008,2019-03-10 08:00
97,SL008,2019-03-11 04:00
31,SL008,2019-03-26 20:00
135,SL008,2019-03-28 12:00
275,SL008,2019-03-19 04:00
198,SL008,2019-03-03 11:00
81,SL008,2019-03-09 21:00
280,SL008,2019-03-08 02:00
281,SL008,2019-03-16 04:00
38,SL008,2019-03-18 05:00
211,SL008,2019-03-17 19:00
176,SL008,2019-03-05 16:00
268,SL008,2019-03-13 20:00
251,SL008,2019-03-26 19:00
213,SL008,2019-03-04 03:00
44,SL008,2019-03-22 06:00
138,SL008,2019-03-22 00:00
165,SL008,2019-03-20 18:00
267,SL008,2019-03-23 11:00
78,SL008,2019-03-27 02:00
245,SL008,2019-03-22 17:00
45,SL008,2019-03-25 21:00
35,SL008,2019-03-18 17:00
105,SL008,2019-03-22 02:00
33,SL008,2019-03-13 00:00
177,SL008,2019-03-12 01:00
165,SL008,2019-03-29 00:00
72,SL008,2019-03-14 22:00
241,SL008,2019-03-29 02:00
156,SL008,2019-03-07 08:00
203,SL008,2019-03-26 00:00
287,SL008,2019-03-20 19:00
145,SL008,2019-03-14 02:00
201,SL008,2019-03-10 09:00
200,SL008,2019-03-21 16:00
32,SL008,2019-03-16 09:00
218,SL008,2019-03-10 13:00
94,SL008,2019-03-04 09:00
42,SL008,2019-03-03 08:00
278,SL008,2019-03-11 10:00
226,SL008,2019-03-19 11:00
100,SL008,2019-03-24 17:00
34,SL008,2019-03-07 01:00
159,SL008,2019-03-29 17:00
109,SL008,2019-03-07 06:00
4,SL008,2019-03-10 17:00
242,SL008,2019-03-24 10:00
79,SL008,2019-03-04 02:00
126,SL008,2019-03-08 17:00
96,SL008,2019-03-03 20:00
288,SL008,2019-03-11 00:00
40,SL008,2019-03-26 04:00
178,SL008,2019-03-24 20:00
289,SL008,2019-03-15 20:00
49,SL008,2019-03-21 23:00
201,SL008,2019-03-01 04:00
268,SL008,2019-03-28 07:00
279,SL008,2019-03-08 18:00
220,SL008,2019-03-15 12:00
162,SL008,2019-03-20 21:00
246,SL008,2019-03-04 13:00
19,SL008,2019-03-14 23:00
123,SL008,2019-03-22 01:00
166,SL008,2019-03-24 21:00
9,SL008,2019-03-02 05:00
217,SL008,2019-03-23 19:00
120,SL008,2019-03-21 19:00
141,SL008,2019-03-24 13:00
26,SL008,2019-03-18 12:00
94,SL008,2019-03-12 12:00
36,SL008,2019-03-29 10:00
209,SL008,2019-03-19 18:00
291,SL008,2019-03-01 20:00
11,SL008,2019-03-14 15:00
41,SL008,2019-03-21 10:00
220,SL008,2019-03-02 02:00
147,SL008,2019-03-06 17:00
114,SL008,2019-03-06 11:00
194,SL008,2019-03-26 23:00
20,SL008,2019-03-04 08:00
68,SL008,2019-03-25 11:00
231,SL008,2019-03-18 08:00
131,SL008,2019-03-06 01:00
6,SL008,2019-03-24 14:00
243,SL008,2019-03-05 11:00
140,SL008,2019-03-04 16:00
10,SL008,2019-03-02 23:00
69,SL008,2019-03-18 07:00
7,SL008,2019-03-02 21:00
16,SL008,2019-03-20 15:00
125,SL008,2019-03-25 07:00
146,SL008,2019-03-05 03:00
255,SL008,2019-03-11 02:00
27,SL008,2019-03-03 22:00
300,SL008,2019-03-23 03:00
89,SL008,2019-03-27 00:00
79,SL008,2019-03-23 07:00
172,SL008,2019-03-06 00:00
162,SL008,2019-03-12 15:00
207,SL008,2019-03-07 12:00
62,SL008,2019-03-18 02:00
50,SL008,2019-03-08 12:00
80,SL008,2019-03-04 15:00
62,SL008,2019-03-27 10:00
41,SL008,2019-03-13 06:00
171,SL008,2019-03-23 12:00
219,SL008,2019-03-01 07:00
40,SL008,2019-03-11 23:00
